Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_text,job_state,same_state,age,python_yn,rstudio_yn,r_yn,spark_yn,aws_yn,excel_yn
Data Scientist Intern,$64K-$169K (Glassdoor Est.),"Company Profile

Lennox International
(LII) is a leading global provider of innovative climate control solutions for heating, ventilation, air conditioning, and refrigeration (HVACR) markets. Beginning over a century ago, Lennox International has built a strong heritage of Innovation and Responsibility. Our position as an innovation leader continually inspires us to promote more efficient energy use and a healthier environment through our product operations. Our engaged and diverse workforce is committed to providing climate control solutions that provide the most value and comfort for our customers. We are proud to have instilled a shared sense of responsibility and commitment among our approximately 10,000 employees located throughout North America, South America, Europe, Asia, and Australia.
Job Description


This is an outstanding opportunity to develop professional expertise and contribute to a specialized team. As an intern, the person in this position typically works full-time for a defined period during a schooling break. The intern works closely with experts in the area of specialization or on teams to address critical business needs.

It is anticipated that successful execution will lead to significant career opportunities within the Lennox organization.

Qualifications
Requires a high school diploma or an equivalent combination of education and experience. Entry Level. Developing professional knowledge in the area of expertise. Solid written and verbal communication skills. Proficient in Microsoft Office.",3.3,"Lennox
3.3","Richardson, TX",-1,5001 to 10000 Employees,1895,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,64,169,116.5,Lennox,TX,0,125,0,0,0,0,0,0
Data Analyst,$64K-$169K (Glassdoor Est.),"Clearance REQUIRED: MUST have DoD Fully Adjudicated Secret Security Clearance (Candidates without DoD clearance or interim clearance will not be reviewed)
Contracting Resources Group, Inc. (CRG) is a Woman-Owned, small business foundedin 2002. CRG is a leading management consulting firm specializing in severalcore markets within the Federal Government. Our professional service depthincludes program management, program evaluation and training, acquisitionmanagement support, communications, and IT solutions. Since 2002, CRG has consistently received top performance ratings from customers and our teaming partners and most recently was included in Inc. Magazine's 5000 list of thefastest-growing companies in America for 2016, 2017, & 2018. CRG is alsorecognized as one of Washington DC Best Places to work by the WashingtonBusiness Journal.
CRG is seeking a Data Analyst to support the Financial Crimes Enforcement Network (FinCEN) within the Department of Treasury. The candidate will be responsible for processing various intelligence information and tracking correspondence with FinCEN databases. Manages and categorizes sensitive correspondence and reports from various enforcement agencies and international governments in databases and spreadsheets.
Qualifications:
Experience in varied data management approaches
Knowledge and experience in protecting sensitive data
Excellent oral, written, and computer skills are required
Analytical and problem solving skills with attention to detail
Possess strong initiative and interpersonal skills to interact with a wide range of government and contract staff including executive level government officials with minimal direct supervision
Knowledge of Bank Secrecy Act data is a plus
Excellent organizational skills to balance and prioritize work
Proficient in Microsoft Suite (Word, Excel, PowerPoint)",5.0,"Contracting Resources Group
5.0","Vienna, VA",-1,1 to 50 Employees,2002,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,64,169,116.5,Contracting Resources Group,VA,0,18,0,0,0,0,0,1
EHS Information Solutions Consultant,$64K-$169K (Glassdoor Est.),"Great that you're thinking about a career with BSI!

Are you looking to join a dynamic global industry leader that can boast nearly 120 years of excellence, growth, and continuing innovation? Do you hold yourself to the highest of standards? If yes, then we would love to hear from you.

Our New York City office is looking for an experienced EHS Information Solutions (EHS IS) Consultant. Work with the team that is inspiring excellence in the world’s most exciting companies through implementation of existing and emerging technologies. Ideal candidate should have at up to 5 years of EHS IS delivery experience in support of a larger team, or as an individual. This position is ideal if you are interested in consulting and are motivated by the cultivation of long-term and mutually rewarding relationships with clients and business partners, and you take personal responsibility to ensure shared success.

In this position, you will work with clients consulting on their information management strategies, including baseline and maturity assessments, requirements mapping, tools selection and tools implementation in the context of an organization’s “EH3S” programs. Uncover unique Environmental, Health, Safety, Security and Sustainability (EH3S) challenges, and serve as your client’s Trusted Advisor on how to solve them. As a consultant on our EHS IS team, you’ll be responsible for identifying opportunities to problem solve, resourcing BSI or 3rd party tools to solve them, and managing overall project success and client relationships.

EHS Information Solutions Consultant Responsibilities:
History of demonstrated success working with SaaS-based software projects (from a design/configuration/setup perspective).
Logical problem-solving approach and strong math skills.
Close attention to detail, including careful quality control of data exchanged with clients.
Able to clearly communicate technical issues, business problems, and proposed solutions to the client.
Able to work collaboratively with others in a team setting.
Strong interpersonal and communication skills, with the ability to present in a group setting.
Experience building strong relationships and managing difficult personalities or situations.
Professional self-starter: able to develop and maintain technical skillset and product knowledge.
Prior experience with configuring software and an understanding of relational database management systems.
Understanding of SQL queries and preferably prior experience with MS SQL Server Report Builder
Understanding of process mapping and the requirements analysis process
Proficient in MS Office, G-Suite and iOS business applications.
Programming skills preferred (JavaScript, SQL queries, Dundas BI)
Education/Qualifications:
5 years of experience in a client facing EHS consulting or software delivery role required.
Knowledge of Environmental, Health & Safety Management Systems required.
Knowledge of federal and state EHS regulations, and how they are applied in various industries required.
Applied science bachelor’s degree, business degree or related field (Engineering, Physics, Geology, Safety, Environmental Studies, etc.). Master’s degree preferred.
Experience/interests in the application of data science techniques and visualization in reports and dashboards an asset.
Experience identifying new business opportunities within existing client base, and within new client targets highly preferred.
Locations/Travel Expectations
Travel 0% - 25%
What we offer:

BSI offers a competitive salary, group-sponsored health and dental, short-term and long-term disability, a company-matched 401k plan, company paid life insurance, 11 paid holidays and 4 weeks paid time off.
Our Excellence Behaviours: Client-centric, Agile, Collaborative. These three behaviours represent how we do things at BSI. They help us ensure that BSI is a great place to work and a highly successful business.
BSI is an Equal Opportunity Employer and we are committed to diversity.

To protect our candidates and BSI employees during the Covid-19 outbreak, all interviews will take place remotely.",2.4,"BSI America
2.4","New York, NY",-1,51 to 200 Employees,1901,Subsidiary or Business Segment,Consulting,Business Services,$10 to $25 million (USD),-1,64,169,116.5,BSI America,NY,0,119,0,0,0,0,0,1
"Senior Data Analyst, Project Controls",$64K-$169K (Glassdoor Est.),"Under the direction of the Senior Manager of Project Controls, the Senior Data Analyst will develop reporting, analyze, evaluate and forecast project controls data. The analyst will also collaborate across San Manuel Band of Mission Indians (SMBMI) & San Manuel Casino (SMC) business operations to gather requirements for report development and/or in depth analysis. Will share activities with project controls team and grow the Project Controls department analytics/BI and process initiatives. The Senior Data Analyst will be required to use independent judgment, provide report and recommendations to Project Controls leadership team.

Essential Duties & Responsibilities

1. Responsible for project financial planning and forecasting, report development and automation with visualizations software.

2. Develop automated reporting and adhoc reporting for Project Controls team and leadership as needed (SAS Enterprise Guide).

3. Meets with Project Controls team as necessary to provide information and address departmental issues, such as system interruptions or critical data integrity issues.

4. Define and gather information from Financial system of record as needed to enhance the Project Controls Data Structures.

5. Perform duties such as: validating, financial capital planning, cash flow analytics, break even analysis, creating KPIs, and tracking methodologies.

6. Provide guidance and lead information gathering sessions with Project Managers in adherence to approved project controls policy and procedures.

7. Work closely with Project Managers, Procurement Managers, Financial Analysts, Legal, Finance/Accounting, and Data Services to ensure timely approvals.

8. Perform other duties as assigned to support the efficient operation of the department.

Education/Experience/Qualifications
Bachelors degree in finance, accounting, auditing, or related field required.
Minimum of five (5) years of analytical experience is required.
Demonstrated experience working with relational databases and enterprise reporting tools required.
Experience with software programs Tableau and Lawson is preferred.
Equivalent combination of education and progressive, relevant and direct experience may be considered in lieu of minimum educational/experience requirements indicated above.
Advanced proficiency in Microsoft Word, Excel, and Access is required.
Employee must have experience demonstrating the utmost discretion and confidentiality.
Certificates/Licenses/Registrations
At the discretion of the San Manuel Tribal Gaming Commission you may be required to obtain and maintain a gaming license.
A qualified candidate/employee must have a valid drivers license with an acceptable driving record as determined by the companys insurance carrier.
San Manuel Band of Mission Indians and San Manuel Casino will make reasonable accommodations in compliance with the Americans with Disabilities Act of 1990

As one of the largest private employers in the Inland Empire, San Manuel deeply cares about the future, growth and well-being of its employees. Join our team today!",3.4,"San Manuel Band of Mission Indians
3.4","Highland, CA",-1,1001 to 5000 Employees,-1,Government,Federal Agencies,Government,$100 to $500 million (USD),-1,64,169,116.5,San Manuel Band of Mission Indians,CA,0,-1,0,0,0,0,1,1
Data Engineer,$64K-$169K (Glassdoor Est.),"Job Description

Data Engineer

At Citadel, data is the core of the investment process. Data Engineers architect and build our data platforms which drive how we source, enrich, and store data that integrates into the investment process. These Data Engineers own the entire data pipeline starting with how we ingest data from the outside world, transforming that information into actionable insights, and ultimately designing the interfaces and APIs that our investment professionals and quantitative researchers use to monetize ideas. Throughout the process, our Data Engineers partner with top investment professionals and data scientists to design systems that solve our most critical problems and answer the most challenging questions in finance.

YOUR OPPORTUNITY:

Develop solutions that enable investment professionals to efficiently extract insights from data. This includes owning the ingestion (web scrapes, S3/FTP sync, sensor collection), transformations (Spark, SQL, Kafka, Python/C++/Java), and interface (API, schema design, events)
Partner with the industry’s top investment professionals, quantitative researchers, and data scientists to design, develop, and deploy solutions that answer fundamental questions about financial markets
Build tools and automation capabilities for data pipelines that improve the efficiency, quality and resiliency of our data platform
Drive the evolution of our data strategy by challenging the status quo and identifying opportunities to enhance our platform
YOUR SKILLS & TALENTS:

Passion for working with data in order to accurately model and analyze complex systems such as a publicly traded company, commodity market, economy, or financial instruments
Strong interest in financial markets and a desire to work directly with investment professionals
Proficiency with one or more programming languages such as Java or C++ or Python
Proficiency with RDBMS, NoSQL, distributed compute platforms such as Spark, Dask or Hadoop
Experience with any of the following systems: Apache Airflow, AWS/GCE/Azure, Jupyter, Kafka, Docker, Kubernetes, or Snowflake
Strong written and verbal communications skills
Bachelor’s, Master’s or PhD degree in Computer Science or equivalent experience
About Citadel


Citadel is a global investment firm built around world-class talent, sound risk management, and innovative leading-edge technology. For a quarter of a century, Citadel’s hedge funds have delivered meaningful and measurable results to top-tier investors around the world, including sovereign wealth funds, public institutions, corporate pensions, endowments and foundations.

With an unparalleled ability to identify and execute on great ideas, Citadel’s team of more than 675 investment professionals, operating from offices including Chicago, New York, San Francisco, London, Hong Kong and Shanghai, deploy capital across all major asset classes, in all major financial markets.",4.0,"Citadel
4.0","Chicago, IL",-1,1001 to 5000 Employees,1990,Company - Private,-1,-1,$50 to $100 million (USD),-1,64,169,116.5,Citadel,IL,0,30,1,0,0,1,1,0
Senior Data Analytics/Scientist,$64K-$169K (Glassdoor Est.),"Kingfisher Systems, Inc. specializes in providing a full range of Information Technology, Cybersecurity, Intelligence, and support services to the U.S. Government. Kingfisher Systems core competency is technology-enabled services, with a specific focus on national security. Since 2005, Kingfisher has established itself as a recognized and trusted mission partner whose mission is safeguarding sensitive information, operations, and programs for our Federal customers and warfighters.

Responsibilities:

Kingfisher Systems, Inc. is seeking a Senior Data Analytics/Scientist to support the Chief Human Capital Office (CHCO) for an Intelligence Community (IC) program in Northern Virginia. An Active TS/SCI with polygraph security clearance is required to be considered for this position. The candidate will support Government staff in developing a broad range of written products in support of senior leadership and USG policymakers.

Primary Responsibilities

Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in human capital information. Perform work on a data science team to advance HCA across the IC. Centralize IC CHCO data collection and synthesis, including survey data, enabling strategic and predictive analytics to guide business decisions. Develop or utilize complex programmatic and quantitative methods to find patterns and relationships in data sets; lead statistical modeling, or other data-driven problem-solving analysis to address novel or abstract business operation questions; and incorporate insights and findings into a range of products.

Create detailed write-ups of processes used, logic applied, and methodologies used for creation, validation, analysis, and visualizations. Write- ups shall occur initially, within a week of when process is created, and updated in writing when changes occur.

Adapt freeware solutions such as R, and modular solutions for maximum flexibility. Provide an advanced capability for data analysis of human capital information from disparate data types, promoting visualization and storytelling to discover insights that help guide business decisions. Be forward leaning, exploring HCA solutions that benefit IC elements individually and collectively. Let the data tell the story including what is inconsistent or contradictory, and automate data cleansing as much as possible. Integrate data solutions and collection with IC Information Technology Enterprise to enhance connectivity with IC Elements.

Identify and customize, if necessary, Commercial Off The Shelf (COTS) Information Technology (IT) tools for administration and data collection, or to leverage, support, and integrate the process with tools built for the IC and/or its component elements. Any tools developed shall be web-based and web-enabled, designed to maximize feedback effectiveness while protecting employee assessment information, and include both structured interview and web-based tools for gathering feedback.

Assist in the development and maintenance of financial procedural guidance, templates and data formats, for identifying IC-wide workforce numbers, to include government, military, and contractor support. Review, assess data, identify data deficiencies and recommend solutions for remediation. Support quantitative and analytic efforts for workforce planning, development of financial procedural guidance data formats related to the Congressional Budget Justification Book (CBJB) planning displays, and analytic support for budget management and planning. Assist with ad hoc data requests from Congress, IC elements or as required by IC CHCO.

Coordinate and facilitate community of practice and working group meetings, to include meeting logistics, agenda development and presenter coordination, day-of execution and facilitation, documentation and distribution of meeting minutes and presentations. Present or coordinate presentations on relevant topics as directed by IC CHCO.

Demonstrated experience in developing and applying quantitative methods to find patterns and relationships in large human capital data sets (such as the Human Capital Data Call, Foreign Language Data Call, FAIR act data, etc.) using statistical and graphical packages.

Applied knowledge in the mathematical sciences such as probability, statistics, predictive modeling, computational social sciences; computer programming such as but not limited to Python, R, SAS, SPSS; and COTS data visualization packages such as but not limited to Tableau. Experience with Oracle Database and Procedural language/Structured Query Language (PUSQL).

Demonstrated experience with structuring data, natural language processing, database technologies, and machine learning algorithms.

Ability to translate complex, technical, or analytic findings into an easily understood narrative- tell a story with the data in graphical, verbal, or written form.

Preferred Experience:

C#.NET, ASP.NET Model View Controller (MVC), jQuery, and Cascading Style Sheets (CSS), etc.

Demonstrated expertise in supporting quantitative and analytical efforts and knowledge of workforce planning. Experience should include engagement with the Intelligence Community and expertise with using analytical software.

Demonstrated professional experience in developing quantitative financial analysis related to budget formulation and execution. Experience in development of financial procedural guidance data formats related to CBJB workforce displays and analytic support, resource management and planning.

Demonstrated experience in human resource management supporting the federal government.

Demonstrated experience in the use of programming, design, development, and implementation of on-line and automated survey instruments.

Years of Experience: 7 years of relevant experience in a related field (computer science, mathematics, statistics, etc.).

Degree Requirement: Bachelor's or advanced degree in social sciences or related fields. Related fields may include statistics, mathematics, computer science, physical science, economics, or engineering.

Minimum Clearance Requirement: Minimum Top Secret clearance/ SCI Eligibility with a CI Polygraph. Applicants selected will be subject to an additional security investigation and thus may have additional eligibility requirements to meet.

Kingfisher Systems, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, among other things, or status as a qualified individual with a disability.",4.5,"Kingfisher Systems, Inc.
4.5","Bethesda, MD",-1,51 to 200 Employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),-1,64,169,116.5,"Kingfisher Systems, Inc.",MD,0,15,1,0,0,0,0,0
Data Scientist,$64K-$169K (Glassdoor Est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

In this role, your primary responsibility will be to partner with key stakeholders and lead the development of an analytics program to support and enable the continued growth critical to Facebook's Data Center organization. You will be responsible for creating end to end analytics programs, from data sourcing to surfacing insights and driving action, for various aspects of Facebook's global data center operations. You will also help translate data and identify efficiency opportunities. You will be expected to use data to provide meaningful recommendations and actionable strategies to key stakeholders, and develop best practices, including streamlining of data sources and related programmatic initiatives.
The ideal candidate will have a passion for working in white space and creating impact from the ground up in a fast-paced environment. Additionally, you will have a proven track record of thought leadership and impact in developing similar analytics and metrics-based programs. This position is part of the Infrastructure Data Center team and located in Menlo Park, CA.
Leverage data and business principles to create and drive large scale FB Data Center programs
Define and develop the program for metrics creation, data collection, modeling, and reporting the operational performance of Facebooks data centers
Work cross-functionally to define problem statements, collect data, build analytical models and make recommendations
Be a self-starter, motivated by a passion for developing the best possible solutions to problems
Identify and implement streamlined processes for data reporting and communication
Use analytical models to identify insights that are used to drive key decisions across the organization
Routinely communicate metrics, trends and other key indicators to leadership
Provide leadership and mentorship to other members of the team
Lead and support various ad hoc projects, as needed, in support of Facebooks Data Center strategy
Build and maintain data driven optimization models, experiments, forecasting algorithms and capacity constraint models
Leverage tools like R, Tableau, PHP, Python, Hadoop & SQL to drive efficient analytics
Degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research, Management Science)
3+ years of experience in a role with data analysis and metrics development
3+ years of hands-on experience analyzing and interpreting data, drawing conclusions, defining recommended actions, and reporting results across stakeholders
3+ years of SQL development experience writing queries
3+ years of hands-on project management experience
3+ years of experience with data visualization tools
3+ years of experience with packages such as R, Tableau, SPSS, SAS, STATA, etc.
2+ years of experience with scripting in Python or PHP
Experience leveraging data driven models to drive business decisions
Experience using data access tools and building visualizations using large datasets and multiple data sources
Experience thinking analytically
Experience communicating data to all organizational levels
Experienced with packages such as NumPy, SciPy, pandas, scikit-learn, dplyr, ggplot2
Knowledge of statistics and optimization techniques
Hands-on experience with medium to large datasets (i.e. data extraction, cleaning, analysis and presentation)
Technical knowledge of data center operations
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.5,"Facebook
4.5","Fremont, CA",-1,10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,64,169,116.5,Facebook,CA,0,16,1,0,0,0,0,0
Data Engineer,$81K-$100K (Glassdoor Est.),"Job Description

Data Engineer

At Citadel, data is the core of the investment process. Data Engineers architect and build our data platforms which drive how we source, enrich, and store data that integrates into the investment process. These Data Engineers own the entire data pipeline starting with how we ingest data from the outside world, transforming that information into actionable insights, and ultimately designing the interfaces and APIs that our investment professionals and quantitative researchers use to monetize ideas. Throughout the process, our Data Engineers partner with top investment professionals and data scientists to design systems that solve our most critical problems and answer the most challenging questions in finance.

YOUR OPPORTUNITY:

Develop solutions that enable investment professionals to efficiently extract insights from data. This includes owning the ingestion (web scrapes, S3/FTP sync, sensor collection), transformations (Spark, SQL, Kafka, Python/C++/Java), and interface (API, schema design, events)
Partner with the industry’s top investment professionals, quantitative researchers, and data scientists to design, develop, and deploy solutions that answer fundamental questions about financial markets
Build tools and automation capabilities for data pipelines that improve the efficiency, quality and resiliency of our data platform
Drive the evolution of our data strategy by challenging the status quo and identifying opportunities to enhance our platform
YOUR SKILLS & TALENTS:

Passion for working with data in order to accurately model and analyze complex systems such as a publicly traded company, commodity market, economy, or financial instruments
Strong interest in financial markets and a desire to work directly with investment professionals
Proficiency with one or more programming languages such as Java or C++ or Python
Proficiency with RDBMS, NoSQL, distributed compute platforms such as Spark, Dask or Hadoop
Experience with any of the following systems: Apache Airflow, AWS/GCE/Azure, Jupyter, Kafka, Docker, Kubernetes, or Snowflake
Strong written and verbal communications skills
Bachelor’s, Master’s or PhD degree in Computer Science or equivalent experience
About Citadel


Citadel is a global investment firm built around world-class talent, sound risk management, and innovative leading-edge technology. For a quarter of a century, Citadel’s hedge funds have delivered meaningful and measurable results to top-tier investors around the world, including sovereign wealth funds, public institutions, corporate pensions, endowments and foundations.

With an unparalleled ability to identify and execute on great ideas, Citadel’s team of more than 675 investment professionals, operating from offices including Chicago, New York, San Francisco, London, Hong Kong and Shanghai, deploy capital across all major asset classes, in all major financial markets.",4.0,"Citadel
4.0","Chicago, IL",-1,1001 to 5000 Employees,1990,Company - Private,-1,-1,$50 to $100 million (USD),-1,81,100,90.5,Citadel,IL,0,30,1,0,0,1,1,0
Data Analyst,$81K-$100K (Glassdoor Est.),"Clearance REQUIRED: MUST have DoD Fully Adjudicated Secret Security Clearance (Candidates without DoD clearance or interim clearance will not be reviewed)
Contracting Resources Group, Inc. (CRG) is a Woman-Owned, small business foundedin 2002. CRG is a leading management consulting firm specializing in severalcore markets within the Federal Government. Our professional service depthincludes program management, program evaluation and training, acquisitionmanagement support, communications, and IT solutions. Since 2002, CRG has consistently received top performance ratings from customers and our teaming partners and most recently was included in Inc. Magazine's 5000 list of thefastest-growing companies in America for 2016, 2017, & 2018. CRG is alsorecognized as one of Washington DC Best Places to work by the WashingtonBusiness Journal.
CRG is seeking a Data Analyst to support the Financial Crimes Enforcement Network (FinCEN) within the Department of Treasury. The candidate will be responsible for processing various intelligence information and tracking correspondence with FinCEN databases. Manages and categorizes sensitive correspondence and reports from various enforcement agencies and international governments in databases and spreadsheets.
Qualifications:
Experience in varied data management approaches
Knowledge and experience in protecting sensitive data
Excellent oral, written, and computer skills are required
Analytical and problem solving skills with attention to detail
Possess strong initiative and interpersonal skills to interact with a wide range of government and contract staff including executive level government officials with minimal direct supervision
Knowledge of Bank Secrecy Act data is a plus
Excellent organizational skills to balance and prioritize work
Proficient in Microsoft Suite (Word, Excel, PowerPoint)",5.0,"Contracting Resources Group
5.0","Vienna, VA",-1,1 to 50 Employees,2002,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,81,100,90.5,Contracting Resources Group,VA,0,18,0,0,0,0,0,1
Data Scientist,$81K-$100K (Glassdoor Est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

In this role, your primary responsibility will be to partner with key stakeholders and lead the development of an analytics program to support and enable the continued growth critical to Facebook's Data Center organization. You will be responsible for creating end to end analytics programs, from data sourcing to surfacing insights and driving action, for various aspects of Facebook's global data center operations. You will also help translate data and identify efficiency opportunities. You will be expected to use data to provide meaningful recommendations and actionable strategies to key stakeholders, and develop best practices, including streamlining of data sources and related programmatic initiatives.
The ideal candidate will have a passion for working in white space and creating impact from the ground up in a fast-paced environment. Additionally, you will have a proven track record of thought leadership and impact in developing similar analytics and metrics-based programs. This position is part of the Infrastructure Data Center team and located in Menlo Park, CA.
Leverage data and business principles to create and drive large scale FB Data Center programs
Define and develop the program for metrics creation, data collection, modeling, and reporting the operational performance of Facebooks data centers
Work cross-functionally to define problem statements, collect data, build analytical models and make recommendations
Be a self-starter, motivated by a passion for developing the best possible solutions to problems
Identify and implement streamlined processes for data reporting and communication
Use analytical models to identify insights that are used to drive key decisions across the organization
Routinely communicate metrics, trends and other key indicators to leadership
Provide leadership and mentorship to other members of the team
Lead and support various ad hoc projects, as needed, in support of Facebooks Data Center strategy
Build and maintain data driven optimization models, experiments, forecasting algorithms and capacity constraint models
Leverage tools like R, Tableau, PHP, Python, Hadoop & SQL to drive efficient analytics
Degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research, Management Science)
3+ years of experience in a role with data analysis and metrics development
3+ years of hands-on experience analyzing and interpreting data, drawing conclusions, defining recommended actions, and reporting results across stakeholders
3+ years of SQL development experience writing queries
3+ years of hands-on project management experience
3+ years of experience with data visualization tools
3+ years of experience with packages such as R, Tableau, SPSS, SAS, STATA, etc.
2+ years of experience with scripting in Python or PHP
Experience leveraging data driven models to drive business decisions
Experience using data access tools and building visualizations using large datasets and multiple data sources
Experience thinking analytically
Experience communicating data to all organizational levels
Experienced with packages such as NumPy, SciPy, pandas, scikit-learn, dplyr, ggplot2
Knowledge of statistics and optimization techniques
Hands-on experience with medium to large datasets (i.e. data extraction, cleaning, analysis and presentation)
Technical knowledge of data center operations
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.5,"Facebook
4.5","Fremont, CA",-1,10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,81,100,90.5,Facebook,CA,0,16,1,0,0,0,0,0
"Senior Data Analyst, Project Controls",$81K-$100K (Glassdoor Est.),"Under the direction of the Senior Manager of Project Controls, the Senior Data Analyst will develop reporting, analyze, evaluate and forecast project controls data. The analyst will also collaborate across San Manuel Band of Mission Indians (SMBMI) & San Manuel Casino (SMC) business operations to gather requirements for report development and/or in depth analysis. Will share activities with project controls team and grow the Project Controls department analytics/BI and process initiatives. The Senior Data Analyst will be required to use independent judgment, provide report and recommendations to Project Controls leadership team.

Essential Duties & Responsibilities

1. Responsible for project financial planning and forecasting, report development and automation with visualizations software.

2. Develop automated reporting and adhoc reporting for Project Controls team and leadership as needed (SAS Enterprise Guide).

3. Meets with Project Controls team as necessary to provide information and address departmental issues, such as system interruptions or critical data integrity issues.

4. Define and gather information from Financial system of record as needed to enhance the Project Controls Data Structures.

5. Perform duties such as: validating, financial capital planning, cash flow analytics, break even analysis, creating KPIs, and tracking methodologies.

6. Provide guidance and lead information gathering sessions with Project Managers in adherence to approved project controls policy and procedures.

7. Work closely with Project Managers, Procurement Managers, Financial Analysts, Legal, Finance/Accounting, and Data Services to ensure timely approvals.

8. Perform other duties as assigned to support the efficient operation of the department.

Education/Experience/Qualifications
Bachelors degree in finance, accounting, auditing, or related field required.
Minimum of five (5) years of analytical experience is required.
Demonstrated experience working with relational databases and enterprise reporting tools required.
Experience with software programs Tableau and Lawson is preferred.
Equivalent combination of education and progressive, relevant and direct experience may be considered in lieu of minimum educational/experience requirements indicated above.
Advanced proficiency in Microsoft Word, Excel, and Access is required.
Employee must have experience demonstrating the utmost discretion and confidentiality.
Certificates/Licenses/Registrations
At the discretion of the San Manuel Tribal Gaming Commission you may be required to obtain and maintain a gaming license.
A qualified candidate/employee must have a valid drivers license with an acceptable driving record as determined by the companys insurance carrier.
San Manuel Band of Mission Indians and San Manuel Casino will make reasonable accommodations in compliance with the Americans with Disabilities Act of 1990

As one of the largest private employers in the Inland Empire, San Manuel deeply cares about the future, growth and well-being of its employees. Join our team today!",3.4,"San Manuel Band of Mission Indians
3.4","Highland, CA",-1,1001 to 5000 Employees,-1,Government,Federal Agencies,Government,$100 to $500 million (USD),-1,81,100,90.5,San Manuel Band of Mission Indians,CA,0,-1,0,0,0,0,1,1
